	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84	f85	f86	f87	f88	f89	f90	f91	f92	f93	f94	f95	f96	f97	f98	f99	f100	f101	f102
95	-0.05953	-84.74831	-0.19125	-0.0004	-0.01647	-7e-05	-0.06024	-22.64103	-0.48744	0.0001	0.0025	0.00024	-0.04698	-16.80938	-0.42653	-0.00013	-0.00401	0.00014	-0.01379	18.03564	0.32441	0.00019	0.00536	-0.00012	-0.05699	1.83861	-0.58725	5e-05	0.00123	4e-05	-0.00646	0.03579	-0.43592	2e-05	0.00745	-0.00022	-0.06035	-27.10302	-0.35984	5e-05	-0.00522	-2e-05	0.05321	-64.36923	0.49731	-0.00062	-0.01194	0.00017	-0.08966	9.7824	-0.81891	0.00016	0.00071	-0.00014	0.07578	9.85803	0.13942	0.00018	0.00791	0.0002	0.00928	2.38708	-0.12172	0.00011	-0.00098	-9e-05	0.08304	72.73655	0.39009	0.00044	0.01518	-1e-05	-0.04658	73.57077	-0.0998	0.00044	0.00928	-0.00018	-0.1179	89.09064	-0.62145	0.00049	0.01092	-0.00019	0.00527	-39.05573	-0.11284	-0.00034	-0.0039	1e-05	0.02564	12.81837	0.07358	0.00012	0.00385	-0.00031	0.00555	-53.1635	-0.37604	-0.00022	-0.00592	8e-05
96	0.00641	113.33727	-0.04069	0.00086	0.02487	0.00035	-0.10912	56.36412	-0.59541	0.00062	0.01119	0.00028	0.08377	94.97627	0.42034	0.00064	0.02433	0.00037	-0.01805	34.88078	0.13589	0.00041	0.01089	-8e-05	0.01392	-93.08021	-0.19453	-0.00043	-0.01394	-0.00011	0.03246	-60.10746	-0.69949	-4e-05	0.00776	-0.00036	-0.00784	64.53724	0.53911	0.00032	0.00565	6e-05	0.05161	0.6209	0.23597	-0.0002	-0.00063	0.00031	-0.00242	65.88503	-0.05451	0.00057	0.01473	-0.00019	-0.02276	3.91069	-0.31178	0.00015	0.00067	-0.00016	-0.04275	-90.33425	0.31898	-0.00052	-0.0175	0.00046	0.03058	-57.18047	-0.38798	-0.0003	-0.00494	-0.0002	-0.04603	-119.59279	-0.33561	-0.00076	-0.02288	-0.00023	-0.08354	-3.61249	-0.62931	0.00012	-0.00103	0.00029	0.06924	36.52197	0.40573	0.00039	0.01389	-1e-05	-0.02508	65.85238	-0.11317	0.00049	0.00448	0.00016	-0.00201	1.78964	0.07928	0.0	-0.00449	-1e-05
97	0.04629	-121.39603	-0.30909	-0.00055	-0.01159	-0.0003	-0.19651	3.05397	-1.36586	-0.0	0.0041	0.00019	0.04535	27.34787	0.46544	0.00017	0.00738	-0.00021	0.02378	35.62109	-0.10387	0.0005	0.007	-0.00049	-0.02412	-81.48202	-0.1727	-0.00046	-0.01172	0.00022	0.01231	50.77602	-0.24286	0.00045	0.01313	-0.0001	-0.0529	39.22001	-0.31812	0.00036	0.01132	0.00023	0.04316	-26.17724	0.24676	-0.00019	-0.00374	-0.00032	0.06514	23.72567	0.45712	0.00022	0.00619	-0.00013	-0.025	-27.06967	0.05579	-0.00017	-0.00451	-1e-05	0.0927	-66.09676	0.54144	-0.00029	-0.01114	-0.00012	0.09134	7.446	0.59085	0.00015	0.00473	0.00061	-0.02943	-48.77809	-0.22257	-0.00032	-0.00308	8e-05	-0.06605	118.20628	-0.63935	0.00086	0.02269	-0.00013	0.04924	73.15018	-0.32849	0.0007	0.02171	0.00021	0.0424	58.15083	0.37249	0.00019	0.0054	-2e-05	-0.12998	-48.05334	-0.67251	-0.00051	-0.01269	-9e-05
98	-0.14497	-12.3377	-1.80444	0.00024	0.00799	-0.00011	-0.08969	35.61925	0.09107	0.00025	0.00375	7e-05	-0.09609	-2.65836	0.08291	-0.00015	-0.0157	0.0001	-0.03331	-56.08117	-0.72085	-0.0003	-0.00578	-0.00025	-0.0403	36.36832	0.18074	0.00044	0.01142	0.00034	-0.0284	-106.20234	-0.87305	9e-05	-0.00277	-0.00041	-0.00166	-92.07076	-0.96318	0.0	0.00632	-0.00016	0.0438	-20.76	0.87189	-0.00049	-0.0164	-0.00047	0.02794	-46.43594	0.24933	0.0001	-0.00313	-4e-05	-0.06648	34.65902	-0.463	-2e-05	-0.00487	-0.00053	0.10846	-174.19036	0.52755	-0.00086	-0.02502	2e-05	0.11947	157.44156	1.36059	0.0005	0.01719	0.00011	-0.0877	-88.80385	-0.99571	-0.00074	-0.01289	0.0001	0.04509	-17.22915	0.1515	-0.00011	0.00139	0.00033	-0.22768	94.88273	-0.94302	0.00032	0.00683	-0.00018	0.01111	34.39977	-0.73883	0.00068	0.01714	0.00042	0.03979	63.48856	0.40346	0.00021	0.00398	-0.00016
99	0.27049	-167.73147	1.30693	-0.00182	-0.03275	7e-05	-0.09543	-236.52003	-0.7192	-0.001	-0.02954	-0.00026	0.01246	90.39552	-0.17984	0.00095	0.02182	-0.00064	0.0086	158.42768	0.59543	0.00057	0.0149	0.00074	0.03536	-55.14024	0.77795	-0.00011	-0.01342	-8e-05	-0.13325	-302.09364	0.03125	-0.00188	-0.05659	0.00016	-0.16294	-16.22488	-0.52526	-0.0002	-0.00772	-0.00046	0.11354	60.7751	0.50538	0.00061	0.0286	0.00049	0.11233	-149.06864	0.18806	-0.0011	-0.02246	0.0003	0.21878	33.77389	0.73574	0.00017	0.00593	-0.00016	0.13974	121.08516	0.5057	0.00025	0.01497	-0.00101	-0.22864	-6.23355	-0.88441	-0.00038	-0.00693	0.00023	-0.10624	-50.96938	-0.34789	-0.00039	-0.0204	0.00079	0.06832	65.02956	0.51566	0.00051	0.01434	0.00015	-0.00214	73.80624	-0.38599	0.00027	0.00749	-0.00068	-0.18924	-201.71171	-0.48872	-0.00142	-0.03926	-0.0005	-0.14191	53.3951	-0.19328	0.00042	-0.00234	0.00087
100	-0.11256	79.11365	-0.92033	0.00029	0.01418	0.00033	-0.05903	-74.71994	-0.47892	-0.0003	-0.01219	-0.00013	0.04332	-134.0298	0.29522	-0.00063	-0.01835	0.00011	-0.05619	31.0204	-0.63797	0.00031	0.01222	6e-05	0.03088	-54.18501	-0.42651	-0.00028	0.00062	0.0	0.03139	2.89741	0.20072	0.00012	0.00418	-0.00012	0.02125	-40.24976	-0.28923	-0.0002	-0.00263	-0.00021	-0.00737	-20.11127	-0.033	-0.00018	-0.00392	0.00019	0.01777	37.5623	0.12593	0.00012	0.00827	-0.00027	-0.04967	-34.83803	-0.0645	-0.00028	-0.00589	6e-05	-0.10718	26.16555	-0.27585	0.00014	0.0005	-0.00017	0.05789	-119.67834	0.14199	-0.00048	-0.01229	-7e-05	0.05343	54.96761	-0.06196	0.00043	0.01021	-0.00022	-0.01792	61.03144	0.28425	0.00035	0.0076	0.00031	0.00561	0.78664	0.15202	-0.00013	-0.00346	0.00046	0.09873	-105.92701	0.60125	-0.00049	-0.01648	1e-05	-0.04196	-34.78	-0.48062	6e-05	-0.00035	-0.00023
101	-0.09156	103.03408	-0.31529	0.00063	0.01683	-2e-05	0.02949	21.19084	-0.34873	8e-05	0.00618	5e-05	0.07795	51.08334	0.68241	8e-05	0.00292	0.00023	-0.11052	7.60549	0.08612	4e-05	-0.00147	-8e-05	-0.04476	-142.34234	-0.95205	-0.00078	-0.01791	-0.00024	0.00542	-54.60746	-0.32943	-0.00014	-0.00253	-0.00011	0.15069	-19.71019	0.56246	-1e-05	-0.00119	-0.00024	-0.03939	-46.46925	-0.84833	2e-05	0.00347	-0.00017	0.06629	-30.71082	0.10476	4e-05	0.00058	-9e-05	-0.0129	44.06524	0.12463	0.00022	0.00252	-0.00014	-0.05795	-42.06864	-0.41083	-0.0002	-0.00672	0.00014	-0.00267	102.73105	-0.38469	0.0005	0.01451	0.00027	0.12342	64.23845	0.71722	0.0003	0.01388	-9e-05	0.05103	-85.58884	0.65965	-0.00064	-0.01234	0.00044	-0.00166	-75.33437	-0.40933	-0.00066	-0.01026	0.00013	0.01605	-11.06025	0.11018	-0.00028	-0.00557	9e-05	-0.05518	-53.0006	0.12815	-0.00044	-0.01299	-0.00016
102	-0.16583	-124.05598	-0.52374	-0.00095	-0.03281	4e-05	0.0558	142.63628	-0.18306	0.0009	0.03005	0.00027	-0.21258	-66.49364	-1.06463	-0.00046	-0.02434	0.0002	0.22366	93.99791	1.29692	0.00057	0.02233	4e-05	-0.07024	-12.44822	-0.10025	-0.00026	-0.00396	0.00028	0.05776	-36.38223	0.30115	-9e-05	0.00411	0.00019	-0.18416	-117.89644	-0.798	-0.00044	-0.02005	-8e-05	0.15645	77.11389	0.21965	0.00075	0.02454	4e-05	-0.02517	-66.58074	-0.10394	-0.00038	-0.01501	-0.00017	0.1047	110.48812	0.29376	0.00074	0.02247	-5e-05	-0.29727	-127.45366	-1.10185	-0.00108	-0.04663	3e-05	0.00863	-67.59072	-0.16056	-0.00033	-0.01113	-0.00044	-0.04278	-88.04882	-0.53374	-0.00033	-0.01665	8e-05	0.08349	83.61329	0.83608	0.00024	0.01036	-0.00041	0.03681	-15.16339	0.06784	-5e-05	0.00072	-0.00024	-0.13261	-47.18309	-0.68519	-0.00031	-0.01289	-0.00057	-0.03974	-94.42469	0.0557	-0.00038	-0.02228	-5e-05
103	0.02395	-110.65686	-0.57746	-0.0006	-0.00804	-0.00018	0.00792	-40.53055	0.02829	-0.00029	-0.01221	-0.00012	-0.07902	-74.01704	-0.34907	-0.00016	-0.00267	-0.00017	-0.0433	7.476	-0.20644	-0.00033	-0.0132	-0.00032	-0.00535	0.82409	0.02448	-3e-05	-0.0039	-0.00014	-0.34211	66.33067	-1.22595	0.00026	0.00126	-0.00014	0.01862	-48.16237	0.05402	-0.00045	-0.01398	6e-05	-0.00184	-80.31998	-0.54075	-0.00043	-0.01606	-0.00043	-0.16643	-69.77816	-0.64373	-0.00056	-0.01858	-0.0003	0.03942	-70.93647	0.77262	-0.00037	-0.00977	0.00025	-0.03311	66.17916	-0.56486	0.00045	0.01802	-0.00016	0.04432	54.45051	0.53679	-0.00019	0.00137	0.00017	0.02292	20.39744	0.97875	-0.00025	-0.01202	0.00034	-0.01008	34.31227	-0.36882	0.00025	0.01667	0.00012	0.22055	114.81329	0.77596	0.00088	0.02616	0.00017	0.09856	-42.97388	0.35309	-5e-05	-0.0017	2e-05	0.20662	40.43835	0.70787	0.00011	0.00464	0.00012
104	0.12364	-131.7541	0.34459	-0.00088	-0.01193	-0.00014	-0.02217	-108.8419	0.01024	-0.00094	-0.02823	-0.00034	0.10098	23.37083	0.43228	0.00056	0.00925	0.00038	-0.13924	-237.10243	-0.82968	-0.00173	-0.03276	-0.0001	-0.11843	-21.23445	-1.06708	-0.0004	-0.00727	-6e-05	-0.04237	-137.72575	-1.0168	-0.00068	-0.00959	-0.00017	-0.13745	23.50643	-0.77687	4e-05	0.00359	-4e-05	-0.01219	-37.58367	0.63464	-0.00079	-0.02111	-7e-05	0.07625	55.74805	0.05062	0.00058	0.01362	-2e-05	0.0376	133.85031	0.1449	0.00082	0.01826	-0.00015	0.15477	-13.3314	1.05697	8e-05	-0.00471	0.00011	0.04164	92.35245	0.13651	0.00121	0.02379	-0.00017	0.04128	-16.56979	0.35404	-6e-05	0.00359	-9e-05	-0.08617	-154.63389	-0.55207	-0.00105	-0.02803	-0.00022	-0.0645	-119.61223	-0.42956	-0.00077	-0.02126	-0.00013	-0.05579	-13.16891	-0.30933	0.00013	0.0052	0.00011	-0.10797	-22.51254	-0.99329	-0.00038	-0.01111	-5e-05
105	-0.09045	-60.85931	-0.99921	-0.00015	-0.00644	-0.00066	0.10661	-34.7986	0.44873	-0.00045	-0.0002	7e-05	-0.0552	44.37571	-0.76243	0.00026	0.01245	-0.00037	0.06015	-95.68306	-0.44398	-0.0003	-0.00965	-0.00025	0.18013	-175.25887	0.68076	-0.00073	-0.01279	0.00019	-0.04484	-142.43963	-1.31202	-0.00085	-0.01071	2e-05	0.06319	17.3618	0.67194	8e-05	0.00031	0.00017	0.02094	41.4071	0.38281	0.00059	0.00965	-0.00072	-0.01395	133.33449	0.24555	0.00087	0.01922	6e-05	0.06442	46.5411	0.0685	0.00011	0.00776	2e-05	-0.04257	106.3151	-0.23881	0.00071	0.01688	-0.00013	0.10042	97.26329	-0.00682	0.001	0.02312	0.00052	-0.06677	-18.52511	-0.25508	-0.00011	1e-05	-0.00022	0.08586	-72.80454	0.57107	-0.00071	-0.01225	0.00022	-0.13046	-112.43828	-0.99871	-0.00062	-0.00934	-0.00013	0.02051	-22.94888	0.31798	0.0001	-0.00308	0.00021	-0.04847	31.11433	-0.64123	0.00044	0.01357	-5e-05
106	0.01601	-23.2283	-0.68061	0.0001	0.00696	-5e-05	-0.01223	-22.54115	-0.41617	-9e-05	-0.00102	0.00044	0.07904	-58.15192	0.1449	-0.00017	-0.00543	-0.00025	0.09361	116.97904	0.71042	0.00047	0.01498	0.00055	0.11213	-32.42141	-0.24196	8e-05	0.00727	3e-05	-0.05612	-15.88971	-0.28827	-0.00019	-0.00422	-5e-05	0.01718	-145.00111	-0.10089	-0.00068	-0.02099	2e-05	-0.00969	-9.72555	-0.03394	-0.0	-0.00373	-0.0003	-0.01397	-63.42533	-0.25971	-0.00012	-0.005	2e-05	-0.05629	-78.05776	-0.2942	-0.00054	-0.01666	0.00027	0.02351	5.16942	0.19681	-0.00021	0.00069	0.00037	-0.01403	-32.4679	-0.09325	8e-05	0.00083	-0.00061	-0.00327	86.94441	0.11829	0.00061	0.01266	-0.0001	0.03115	19.09044	0.73638	-6e-05	-0.0072	-0.00023	0.0125	-9.72749	0.09784	-0.00013	-0.00651	-0.00025	-0.0095	-31.29281	-0.42091	-3e-05	-0.00255	-0.00039	-0.0401	-3.05116	-0.01357	2e-05	0.00103	2e-05
107	-0.10508	-55.7347	-0.28898	-0.00015	-0.00905	4e-05	-0.00891	-146.4284	-0.71182	-0.00048	-0.01316	-0.00043	-0.01818	-54.61864	-0.29207	-0.00025	-0.00608	-0.00013	0.12605	-77.68149	0.20078	-0.0001	0.00049	9e-05	-0.02631	9.89105	-0.48781	-2e-05	0.00738	0.00017	-0.04017	32.06172	-0.56958	-2e-05	0.00237	4e-05	0.012	136.80671	0.80756	0.00061	0.01089	0.00012	-0.04505	-46.71483	-0.28594	-0.00015	-0.00253	2e-05	0.06595	-64.53304	-0.13082	-0.0002	-0.00234	-0.00024	-0.00788	-66.19426	-0.06404	-0.00051	-0.01342	-0.00029	0.0602	-47.87948	0.21151	-9e-05	-0.00077	0.00017	-0.0537	57.20477	-0.45627	0.00029	0.01016	0.0002	0.00238	10.62955	0.17956	-0.00016	-0.00622	0.00018	0.00205	148.33738	0.16061	0.00071	0.01725	-0.00015	-0.02944	-57.05696	0.00642	-0.00037	-0.00926	-0.00015	-0.02482	1.94959	-0.03216	-1e-05	-0.00441	-0.00014	-0.04434	-34.49567	-0.024	-0.00034	-0.00945	0.0006
108	-0.04519	-45.12972	-0.28317	-0.00031	-0.00891	-0.00014	-0.07227	-34.38917	-0.61121	-0.00032	-0.00452	7e-05	0.01217	-4.28315	0.12796	4e-05	0.00048	0.00031	-0.02451	-80.97363	-0.30341	-0.00043	-0.01001	-1e-05	-0.02414	-10.12552	0.11831	-7e-05	-0.00335	1e-05	0.0098	-15.42365	-0.05068	-0.00013	-0.00413	3e-05	-0.00586	-24.68856	-0.08624	-5e-05	-0.0001	7e-05	0.05125	-38.05726	0.03473	-0.00011	-0.00169	1e-05	-0.01903	19.75606	0.03212	5e-05	0.00038	0.0001	-0.05684	-40.36401	-0.25446	-0.00036	-0.00725	0.00012	0.0502	30.27079	-0.04673	0.00021	0.0077	0.00011	0.06569	-4.94382	0.4619	-0.0001	-0.00123	6e-05	-0.01978	40.32023	-0.18825	0.0003	0.00869	0.00016	0.00804	3.01269	0.20142	9e-05	0.00216	-0.00011	0.01923	-43.70577	0.09299	-0.00024	-0.00766	9e-05	-0.02067	-4.02704	-0.02817	-0.00014	-0.00398	-0.00019	-0.01961	10.56679	0.02487	1e-05	-0.0013	7e-05
109	-0.09549	-71.81336	-0.38314	-0.00045	-0.01033	7e-05	-0.05959	52.0263	-0.03425	0.00014	0.00929	-9e-05	0.12408	-23.06293	0.18856	0.00017	0.00781	-0.00019	0.02265	-105.17574	-0.27245	-0.00061	-0.01928	0.00017	-0.13375	-48.78947	-0.34497	-0.00016	-0.0075	-0.00018	0.05478	-17.19672	0.14954	9e-05	0.00257	4e-05	-0.0447	-44.08185	0.19999	-0.00059	-0.02257	-9e-05	-0.03793	-61.30317	-0.28293	-0.00025	-0.00722	0.00017	-0.04938	118.23072	-0.39453	0.0011	0.02765	0.00017	-0.14793	43.26135	-0.53937	0.00025	0.00115	0.00042	0.03859	11.41842	-0.16654	1e-05	-0.00081	-0.00018	-0.07862	-113.54784	-0.74323	-0.00083	-0.01942	6e-05	-0.14251	107.14991	-0.15824	0.00062	0.01154	-4e-05	0.08189	7.66319	0.46481	-0.00019	-0.003	0.00043	0.04742	121.60095	-0.02532	0.00094	0.02706	-6e-05	-0.10146	20.78865	-0.50141	0.00024	0.00139	0.00015	0.08808	85.29403	0.10089	0.00054	0.01612	-0.00069
110	-0.07756	-102.88788	-0.46865	-0.00051	-0.01574	-0.00026	-0.12914	14.40486	-1.03366	0.00018	0.00323	-0.00017	-0.01076	8.19333	0.23894	-0.00015	-0.00398	0.00016	0.06504	-131.70069	0.13319	-0.00061	-0.01584	-5e-05	-0.03383	3.59335	-0.46519	7e-05	0.00439	0.00016	0.01998	-41.22808	-0.04519	-0.0	-0.0026	-6e-05	-0.0765	8.91243	-0.41225	-5e-05	-0.00141	0.00034	0.06129	10.07997	0.27153	5e-05	0.00263	0.00027	-0.0921	56.51612	-0.49588	0.00019	0.00713	2e-05	-0.024	-39.76247	-0.05215	-0.00029	-0.01155	4e-05	0.08825	-41.64564	0.12193	-8e-05	-0.00231	-0.0001	-0.11592	-38.84618	-0.80912	-0.00022	-0.00371	-1e-05	-0.03317	-79.88113	0.24325	-0.00061	-0.02253	-0.00015	0.06743	-45.5378	0.40708	-0.00045	-0.00687	0.00014	-0.05181	18.38889	-0.42412	0.00012	0.00251	-0.00027	0.04704	-36.63532	0.39911	-0.0003	-0.00899	1e-05	0.08012	114.72784	0.75695	0.00061	0.01594	0.00011
111	0.0893	23.38607	0.03037	0.00021	0.01274	-0.00054	-0.09608	-18.6456	-0.63776	-6e-05	-0.00383	-0.00023	-0.01655	-45.9429	0.18749	-0.0002	-0.00778	-9e-05	0.02244	-67.73589	0.13868	-0.00028	-0.0056	-0.00012	0.02019	-131.4244	-0.41163	-0.00069	-0.01503	0.00043	0.05118	8.66368	-0.06086	6e-05	0.00307	-9e-05	-0.00863	68.78221	0.0186	0.00028	0.012	-0.00024	-0.09432	78.50481	-0.75448	0.00047	0.02112	0.00039	-0.06515	-104.67016	-0.48888	-0.00023	-0.00812	9e-05	-0.04636	-44.73263	-0.059	-0.00017	-0.00767	0.00014	-0.0719	98.2067	-0.10508	0.00051	0.01283	0.00018	-0.10574	-5.28927	-0.44768	-0.00036	-0.0132	-0.0005	-0.02081	1.17622	0.35658	-6e-05	-0.00586	0.00018	-0.0072	74.07713	0.54058	0.00019	0.00302	-3e-05	0.07571	89.06838	0.13998	0.00059	0.01269	-0.00023	-0.13374	-91.0957	-1.18037	-0.00027	-0.00606	-0.00057	0.03519	-33.14836	0.37899	-0.00012	-0.00588	0.00029
112	0.00184	-34.72016	-0.11105	-0.00011	-0.00201	-1e-05	-0.14762	-37.92613	-1.31233	2e-05	-0.00196	-5e-05	0.11587	-16.19434	0.50464	-0.00036	-0.00383	-0.00032	-0.01828	-17.49371	0.18257	-0.00035	-0.00854	9e-05	-0.11373	-60.41547	-1.19964	-0.00018	-0.00086	-8e-05	0.00992	0.86204	0.15944	0.00013	0.00052	-6e-05	0.0841	69.37199	0.71661	0.00031	0.01552	0.00046	-0.08921	21.42456	-0.81107	0.00016	0.00634	8e-05	-0.11755	5.03396	-0.82491	3e-05	-0.00214	-4e-05	0.0059	-1.3037	0.4396	-0.00013	-0.00331	-0.00014	-0.06312	-37.78527	-0.26683	-0.00024	-0.00703	-0.00031	-0.06807	-34.70064	-0.2489	-0.00012	-0.00481	0.00011	0.0315	-91.96423	0.22286	-0.00044	-0.01314	-0.00013	0.0122	-37.15892	0.11828	-0.00022	-0.00495	0.00021	0.01217	20.22245	0.40536	0.00021	0.00321	-1e-05	0.04468	-49.38983	0.12577	-0.00031	-0.00936	-0.00042	0.01469	16.28858	0.19433	0.00017	0.00346	0.00012
113	0.01817	10.52128	-0.37313	0.00026	0.01267	-0.00023	-0.0768	11.15959	0.04582	0.00013	0.00379	0.00014	0.00671	-13.91956	-0.4046	0.00027	0.00644	-0.00014	0.00904	47.50578	0.0771	0.00041	0.00981	-0.00027	-0.00988	40.8249	-0.52699	0.00054	0.01702	-0.00023	0.05893	20.64806	0.02094	3e-05	0.00589	-0.0003	-0.03707	2.7669	-0.39867	3e-05	0.00565	0.00017	0.0024	-10.19353	0.13796	0.00016	0.00473	-7e-05	0.08332	18.58403	0.42634	5e-05	0.00485	0.00025	-0.0433	-84.00261	-0.21025	-0.00042	-0.0104	-8e-05	0.08556	64.46692	0.242	0.00049	0.01437	0.00022	0.02403	9.16004	-0.14546	0.00055	0.00667	-0.00059	-0.08781	9.30429	-0.2615	1e-05	-0.00777	-0.00048	-0.05	-170.21755	-0.8106	-0.00096	-0.0229	9e-05	-0.01898	23.82097	0.16206	0.00013	0.00269	-7e-05	-0.03417	-68.95228	-0.10728	-0.00065	-0.01958	-0.00016	0.03614	96.58483	0.55616	0.0003	0.00214	-0.00018
114	-0.0752	0.01325	-0.58567	0.00014	0.00555	-0.00018	-0.05026	91.2673	-0.40808	0.00029	0.01088	-7e-05	-0.10647	66.69403	-0.1918	0.00051	0.01511	0.00032	0.04311	-11.66032	0.16451	2e-05	0.00166	-0.00018	-0.10836	84.0418	-1.05213	0.00059	0.0227	1e-05	0.04125	-80.84171	-0.13796	-0.00053	-0.01041	-3e-05	-0.07622	89.42022	-0.26799	0.00035	0.00528	-0.00018	0.01819	25.20635	0.2362	3e-05	-0.00316	9e-05	-0.02827	-63.23815	-0.4069	-0.00018	-0.00917	-0.00034	-0.0119	103.39031	-0.17551	0.0004	0.01567	0.00025	0.03975	-69.77855	0.47874	-0.00038	-0.00704	0.00029	-0.1016	25.07161	-0.89516	-3e-05	0.00063	-0.00054	0.10764	-185.43457	0.55437	-0.00093	-0.0265	7e-05	0.05815	34.53578	0.06864	0.00017	0.00697	0.00024	-0.05168	-39.76384	-0.28474	-0.0002	-0.00492	-0.00033	-0.04768	-10.08386	-0.30813	2e-05	-0.00353	0.00015	0.10271	-50.50209	0.35453	-0.00027	-0.00434	-0.00018
115	0.01558	-101.04879	-0.11388	-0.0003	-0.00892	-5e-05	-0.04413	-2.88869	-0.6131	3e-05	0.00386	-0.00037	-0.03853	40.71081	-0.32438	0.00018	0.00583	-1e-05	-0.01042	-43.7443	-0.40231	-4e-05	-0.00082	0.00018	0.01121	25.76102	0.04539	0.00033	0.01099	0.00017	-0.03095	43.3156	-0.18197	0.00038	0.00447	-0.00037	-0.02731	-73.12582	-0.24766	-0.00034	-0.00852	-1e-05	0.02326	44.1965	0.08328	0.00024	0.0074	6e-05	0.01873	-25.28415	0.1438	-0.00017	-0.00737	-7e-05	-0.00956	11.04524	-0.49504	0.00023	0.00586	9e-05	-0.04833	-36.37894	-0.24993	-0.00028	-0.00698	-0.0001	0.05892	42.22031	0.62067	0.00031	0.00465	-4e-05	-0.0249	-22.63679	-0.28744	-6e-05	0.00065	-2e-05	0.05098	-55.26089	0.23856	-0.00046	-0.01137	-2e-05	0.03237	-23.31687	0.10845	-8e-05	0.0009	-0.00012	0.01389	3.74832	-0.04239	5e-05	0.00196	-9e-05	0.0551	-10.6879	0.69333	-0.0003	-0.0059	-4e-05
116	0.00278	-182.48657	-1.01285	-0.00096	-0.01533	0.00045	-0.11531	-23.54084	-0.32886	0.0002	-0.00489	-0.00038	-0.05759	-134.92867	-0.45379	-0.00087	-0.02059	0.00025	0.03435	-38.45999	0.22298	-9e-05	-0.00344	0.00041	-0.11203	-31.50124	-1.23538	-0.00012	0.00029	0.00048	-0.0167	75.34645	0.59086	0.00039	0.00343	-0.00057	0.12402	-193.0028	0.53093	-0.00075	-0.02234	-0.00053	-0.01858	112.6737	-0.38794	0.00075	0.02008	7e-05	0.09167	0.81375	0.22311	-9e-05	0.00512	-0.00069	0.04867	-34.0624	0.15697	0.00011	0.00205	-9e-05	-0.08436	-157.87743	-0.44576	-0.00117	-0.02829	0.00035	-0.08916	-19.29402	-0.39392	3e-05	-0.00718	-0.0001	0.05024	64.46147	0.69471	0.00011	0.00058	0.00075	-0.07681	108.26381	-0.30213	0.00079	0.02025	0.00062	-0.06611	-127.17184	-0.80026	-0.00066	-0.01667	-0.00041	-0.01224	48.81555	-0.50388	0.00025	0.01073	0.00044	0.09663	90.51471	0.97344	0.00034	0.01094	0.00048
117	0.01319	101.88598	-0.03821	0.00064	0.01653	-0.00014	-0.09246	-136.06651	-0.73914	-0.00073	-0.02622	-2e-05	0.11657	41.6756	0.45463	0.00026	0.00789	5e-05	-0.08214	26.83239	-0.49891	0.00038	0.00889	-0.0003	-0.21437	39.7822	-1.25144	0.00027	0.00671	-0.00016	-0.04788	20.02908	-0.09907	0.00023	0.00862	0.00015	-0.04576	-38.44123	0.18425	-0.00014	-0.0096	-0.00022	-0.09445	-44.41747	-0.57263	-0.00014	-0.0049	0.00037	0.00803	56.10158	-0.30687	0.0007	0.0186	-0.0	0.08652	-33.81312	0.71775	-0.00018	-0.0048	-0.0001	-0.03991	52.74145	-0.0887	0.00024	0.00099	0.00012	-0.05054	50.59445	-0.42778	0.00034	0.01054	-0.00011	0.15427	31.45322	0.57572	0.00043	0.01079	-0.00017	0.05678	-1.36663	-0.06499	0.00013	0.00464	-3e-05	0.03511	40.82477	-0.08277	0.00056	0.00755	-0.00019	-0.00221	-9.03911	0.06835	-0.0	-0.00143	0.00012	-0.12452	123.26542	-0.27755	0.00059	0.00764	3e-05
118	-0.06322	-43.23401	0.29452	-0.00027	-0.01178	-0.00028	-0.0794	-3.70533	-0.79268	0.0	-0.00204	0.00056	-0.08836	111.64796	-0.95147	0.00072	0.02602	-0.00022	-0.02319	24.20714	-0.97431	0.00014	0.00648	-0.00017	-0.06408	57.17744	-0.27397	0.00021	0.00401	-0.00038	0.07399	79.08446	0.88541	0.00029	0.01268	-7e-05	0.06199	11.75116	0.55666	0.00036	0.00351	0.00014	-0.07259	4.06103	-1.19078	0.00032	0.00463	-0.0	-0.00631	49.28239	0.35587	0.00044	0.0046	5e-05	-0.04014	-19.01659	-0.92873	-0.00013	0.00552	0.0004	-0.01542	-5.75666	-0.14748	5e-05	-0.00168	-0.00027	0.02633	0.89854	0.3751	-2e-05	0.00046	0.00034	-0.06237	-101.63904	-1.05116	-0.00071	-0.01237	2e-05	0.06685	-71.77819	-0.14772	-0.00028	-0.0041	0.00057	-0.03377	-8.82949	0.07026	0.00011	0.00513	-0.0003	-0.05147	64.54431	-0.02223	0.00059	0.01	0.00019	0.02171	-33.20417	0.45869	-0.00018	-0.00833	-1e-05
